author_name,total_poems_count,author_id,extraction_timestamp,born_year,dead_year,earliest_year_record,latest_year_record,total_years_span,creation_dates_count,most_productive_date,most_productive_date_count,total_places_count,most_frequent_place,most_frequent_place_count,places_distribution,poem_types_count,most_common_poem_type,most_common_poem_type_count,poem_types_distribution,poem_type_details_distribution,rhyme_categories_count,most_used_rhyme,most_used_rhyme_count,rhyme_categories_distribution,has_final_rhyme_count,has_title_poems_count,poems_with_allusions_count,poems_with_annotations_count,poems_with_source_books_count,total_lines_count,average_lines_per_poem,group_numbers_count,dynasties_distribution,annotation_types_distribution,titled_poems_percentage,poems_with_allusions_percentage,poems_with_source_books_percentage,poems_with_annotations_percentage
杜甫,1496,17270,2025-08-30T09:36:35.029866,712 年7月12日,770年,736年,770年,32,68,767年,228,86,CN5101,260,"{""CN4103"": 12, ""CN410323"": 2, ""CN370812"": 6, ""CN4102"": 1, ""CN3708"": 2, ""CN3701"": 3, ""CN410381"": 8, ""CN6101"": 167, ""CN610526"": 4, ""CN610527"": 3, ""CN500236"": 143, ""CN610322"": 18, ""CN610628"": 12, ""CN610521"": 27, ""CN410325"": 2, ""CN6205"": 87, ""CN5101"": 260, ""CN511381"": 67, ""CN510184"": 3, ""CN510722"": 67, ""CN5107"": 13, ""CN510623"": 6, ""CN510922"": 13, ""CN500235"": 35, ""CN4306"": 8, ""CN421024"": 38, ""CN510723"": 2, ""CN510681"": 7, ""CN500233"": 7, ""CN5115"": 1, ""CN50"": 1, ""CN500236,西阁"": 48, ""CN500236,赤甲"": 4, ""CN500236,瀼西"": 93, ""CN500236,东屯"": 133, ""CN421022"": 14, ""CN500236,江楼"": 3, ""CN500236,柏大兄弟山居"": 2, ""CN500236,真谛寺"": 1, ""CN500237"": 2, ""CN4205"": 2, ""CN421087"": 1, ""CN4306,岳阳楼"": 1, ""CN4306,青草湖"": 1, ""CN430624,白沙驿"": 1, ""CN430624,黄陵庙"": 2, ""CN430624"": 4, ""CN4303"": 4, ""CN430121"": 47, ""CN430121,铜官渚"": 1, ""CN430181"": 1, ""CN430121,江阁"": 1, ""CN4304"": 4, ""CN4306,洞庭湖"": 1, ""CN610122"": 2, ""CN500236,白帝城"": 2, ""CN500236,水楼"": 2, ""CN610425"": 2, ""CN430481"": 1, ""CN3709,泰山"": 1, ""CN6104"": 1, ""CN610427"": 1, ""CN610203107"": 1, ""CN411282"": 1, ""CN411282104"": 2, ""CN610125"": 1, ""CN610522"": 1, ""CN411222"": 1, ""CN621221"": 14, ""CN621226"": 1, ""CN621225"": 5, ""CN610727"": 3, ""CN5108"": 4, ""CN510823"": 1, ""CN5106"": 1, ""CN500236,大觉寺"": 1, ""CN5111"": 2, ""CN430423"": 5, ""CN421081"": 3, ""CN4303,凿石浦"": 1, ""CN4302"": 5, ""CN4304,衡山"": 1, ""CN430121,岳麓、道林二寺"": 1, ""CN430481,方田驿"": 1, ""CN500236,柏学士茅屋"": 1, ""CN510921"": 1}",9,律詩,762,"{""律詩"": 762, ""絶句"": 94, ""排律"": 132, ""古風"": 463, ""四言詩"": 1, ""句"": 4, ""樂府曲辭"": 8, ""辭賦"": 7, ""文"": 25}","{""WuLv"": 624, ""QiLv"": 138, ""WuJue"": 32, ""QiJue"": 62, ""WuPai"": 128, ""QiPai"": 4, ""GuFeng"": 463, ""SiYan"": 1, ""Others"": 4, ""YueFu"": 8, ""Fu"": 7, ""Article"": 25}",77,阳,90,"{""冬"": 9, ""微"": 51, ""尤"": 88, ""文"": 36, ""灰"": 60, ""先"": 85, ""鱼"": 32, ""侵"": 47, ""删"": 30, ""支"": 82, ""庚"": 79, ""虞"": 38, ""歌"": 38, ""阳"": 90, ""东"": 58, ""萧"": 29, ""麻"": 35, ""寒"": 37, ""豪"": 24, ""盐"": 7, ""青"": 24, ""蒸"": 10, ""元"": 53, ""真"": 82, ""齐"": 31, ""0"": 6, ""肴"": 3, ""12"": 5, ""6"": 6, ""覃"": 3, ""江"": 2, ""20"": 4, ""沃"": 1, ""纸"": 3, ""屋"": 3, ""10"": 9, ""有"": 10, ""4"": 11, ""15"": 1, ""梗"": 1, ""筱"": 2, ""麌"": 7, ""宥"": 1, ""21"": 4, ""30"": 13, ""5"": 9, ""月"": 1, ""皓"": 6, ""18"": 2, ""缉"": 3, ""霁"": 3, ""寘"": 3, ""7"": 6, ""马"": 1, ""13"": 3, ""霰"": 5, ""陌"": 2, ""药"": 4, ""28"": 3, ""遇"": 6, ""职"": 4, ""祃"": 1, ""31"": 3, ""屑"": 4, ""29"": 1, ""翰"": 3, ""漾"": 3, ""9"": 1, ""11"": 1, ""啸"": 2, ""1"": 1, ""养"": 1, ""质"": 1, ""个"": 2, ""语"": 1, ""哿"": 1, ""艳"": 1}",199,1455,701,3171,51,22534,15.06283422459890,20,"{""唐"": 1496}","{""text_annotations"": 4689, ""word_dict_annotations"": 5109, ""allusion_key_annotations"": 1569}",97.25935828877000,46.85828877005350,3.4090909090909100,211.96524064171100
